loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),
25:46.8,5058,232841.2158,-0.089096069,0.990142822,0.08392334,standing
25:46.8,5059,232841.2259,-0.091445923,0.992996216,0.08241272,standing
25:46.8,5060,232841.2359,-0.092330933,0.995178223,0.0834198,standing
25:46.8,5061,232841.2459,-0.092880249,0.993804932,0.085784912,standing
25:46.8,5062,232841.2559,-0.092056274,0.992263794,0.08694458,standing
25:46.8,5063,232841.2659,-0.091247559,0.99130249,0.088195801,standing
25:46.8,5064,232841.2759,-0.090026855,0.991943359,0.087219238,standing
25:46.8,5065,232841.2859,-0.090087891,0.992263794,0.087432861,standing
25:46.8,5066,232841.2959,-0.090240479,0.994186401,0.086624146,standing
25:46.8,5067,232841.3059,-0.090713501,0.995758057,0.086914063,standing
25:46.9,5068,232841.3159,-0.091766357,0.993362427,0.086898804,standing
25:46.9,5069,232841.3259,-0.092071533,0.989822388,0.089508057,standing
25:46.9,5070,232841.336,-0.091873169,0.988845825,0.087036133,standing
25:46.9,5071,232841.346,-0.09262085,0.988998413,0.086776733,standing
25:46.9,5072,232841.356,-0.091094971,0.989273071,0.088150024,standing
25:46.9,5073,232841.366,-0.089614868,0.990692139,0.090957642,standing
25:46.9,5074,232841.376,-0.090179443,0.993362427,0.092849731,standing
25:46.9,5075,232841.386,-0.09173584,0.995681763,0.09387207,standing
25:46.9,5076,232841.396,-0.092758179,0.994949341,0.090606689,standing
25:46.9,5077,232841.406,-0.092559814,0.993057251,0.089523315,standing
25:47.0,5078,232841.416,-0.092010498,0.9921875,0.089202881,standing
25:47.0,5079,232841.426,-0.092697144,0.991607666,0.089263916,standing
25:47.0,5080,232841.436,-0.090576172,0.990402222,0.089477539,standing
25:47.0,5081,232841.4461,-0.08972168,0.988601685,0.09161377,standing
25:47.0,5082,232841.4561,-0.089553833,0.988647461,0.092468262,standing
25:47.0,5083,232841.4661,-0.090805054,0.990493774,0.091964722,standing
25:47.0,5084,232841.4761,-0.091598511,0.990615845,0.091537476,standing
25:47.0,5085,232841.4861,-0.092422485,0.991348267,0.09072876,standing
25:47.0,5086,232841.4961,-0.091873169,0.993896484,0.089279175,standing
25:47.0,5087,232841.5061,-0.091201782,0.994918823,0.087402344,standing
25:47.1,5088,232841.5161,-0.090179443,0.992584229,0.088577271,standing
25:47.1,5089,232841.5261,-0.08921814,0.990371704,0.091018677,standing
25:47.1,5090,232841.5361,-0.089370728,0.989425659,0.090423584,standing
25:47.1,5091,232841.5461,-0.090316772,0.990768433,0.088775635,standing
25:47.1,5092,232841.5561,-0.089019775,0.992538452,0.089401245,standing
25:47.1,5093,232841.5662,-0.090026855,0.993286133,0.089279175,standing
25:47.1,5094,232841.5762,-0.0912323,0.993057251,0.089035034,standing
25:47.1,5095,232841.5862,-0.09173584,0.992965698,0.087554932,standing
25:47.1,5096,232841.5962,-0.0909729,0.991577148,0.087402344,standing
25:47.1,5097,232841.6062,-0.089202881,0.991012573,0.088623047,standing
25:47.2,5098,232841.6162,-0.088607788,0.990707397,0.088165283,standing
25:47.2,5099,232841.6262,-0.088165283,0.991836548,0.086303711,standing
25:47.2,5100,232841.6362,-0.088058472,0.992218018,0.086166382,standing
25:47.2,5101,232841.6462,-0.087768555,0.991882324,0.088119507,standing
25:47.2,5102,232841.6562,-0.087524414,0.993804932,0.087615967,standing
25:47.2,5103,232841.6662,-0.087936401,0.995193481,0.087982178,standing
25:47.2,5104,232841.6763,-0.087997437,0.993881226,0.088989258,standing
25:47.2,5105,232841.6863,-0.087356567,0.991943359,0.088943481,standing
25:47.2,5106,232841.6963,-0.088607788,0.990432739,0.089614868,standing
25:47.2,5107,232841.7063,-0.089599609,0.99055481,0.089324951,standing
25:47.3,5108,232841.7163,-0.090652466,0.990402222,0.089035034,standing
25:47.3,5109,232841.7263,-0.09173584,0.991943359,0.089889526,standing
25:47.3,5110,232841.7363,-0.091323853,0.993118286,0.090560913,standing
25:47.3,5111,232841.7463,-0.090957642,0.993499756,0.091033936,standing
25:47.3,5112,232841.7563,-0.090911865,0.991638184,0.091033936,standing
25:47.3,5113,232841.7663,-0.090255737,0.989837646,0.092727661,standing
25:47.3,5114,232841.7763,-0.089614868,0.989898682,0.093841553,standing
25:47.3,5115,232841.7863,-0.091186523,0.992431641,0.089981079,standing
25:47.3,5116,232841.7964,-0.092330933,0.992645264,0.08984375,standing
25:47.3,5117,232841.8064,-0.091156006,0.991577148,0.089645386,standing
25:47.4,5118,232841.8164,-0.089141846,0.991897583,0.089324951,standing
25:47.4,5119,232841.8264,-0.088699341,0.992553711,0.089263916,standing
25:47.4,5120,232841.8364,-0.086990356,0.992599487,0.091094971,standing
25:47.4,5121,232841.8464,-0.086685181,0.991012573,0.092895508,standing
25:47.4,5122,232841.8564,-0.086914063,0.9894104,0.09185791,standing
25:47.4,5123,232841.8664,-0.088546753,0.99005127,0.090011597,standing
25:47.4,5124,232841.8764,-0.089126587,0.990432739,0.090087891,standing
25:47.4,5125,232841.8864,-0.089141846,0.990844727,0.090774536,standing
25:47.4,5126,232841.8964,-0.089416504,0.992507935,0.091552734,standing
25:47.4,5127,232841.9064,-0.089294434,0.993240356,0.092193604,standing
25:47.5,5128,232841.9165,-0.088165283,0.99281311,0.093200684,standing
25:47.5,5129,232841.9265,-0.0887146,0.991928101,0.093719482,standing
25:47.5,5130,232841.9365,-0.088302612,0.992034912,0.094268799,standing
25:47.5,5131,232841.9465,-0.088790894,0.990859985,0.091094971,standing
25:47.5,5132,232841.9565,-0.087661743,0.989868164,0.090789795,standing
25:47.5,5133,232841.9665,-0.087356567,0.989929199,0.091369629,standing
25:47.5,5134,232841.9765,-0.088150024,0.988922119,0.093399048,standing
25:47.5,5135,232841.9865,-0.089492798,0.990661621,0.092681885,standing
25:47.5,5136,232841.9965,-0.092559814,0.99130249,0.091247559,standing
25:47.5,5137,232842.0065,-0.093032837,0.991256714,0.09046936,standing
25:47.6,5138,232842.0165,-0.093475342,0.990570068,0.090682983,standing
25:47.6,5139,232842.0265,-0.092071533,0.990386963,0.09236145,standing
25:47.6,5140,232842.0366,-0.091888428,0.990661621,0.09375,standing
25:47.6,5141,232842.0466,-0.091201782,0.991256714,0.093948364,standing
25:47.6,5142,232842.0566,-0.090255737,0.991989136,0.092926025,standing
25:47.6,5143,232842.0666,-0.090408325,0.993148804,0.089675903,standing
25:47.6,5144,232842.0766,-0.0887146,0.993759155,0.089019775,standing
25:47.6,5145,232842.0866,-0.086975098,0.992645264,0.090179443,standing
25:47.6,5146,232842.0966,-0.086868286,0.993164063,0.090911865,standing
25:47.6,5147,232842.1066,-0.088256836,0.993637085,0.089553833,standing
25:47.7,5148,232842.1166,-0.089767456,0.992919922,0.089477539,standing
25:47.7,5149,232842.1266,-0.08996582,0.991394043,0.091552734,standing
25:47.7,5150,232842.1366,-0.089782715,0.990859985,0.09072876,standing
25:47.7,5151,232842.1466,-0.089553833,0.99168396,0.090026855,standing
25:47.7,5152,232842.1567,-0.088989258,0.991882324,0.089096069,standing
25:47.7,5153,232842.1667,-0.088180542,0.991577148,0.090332031,standing
25:47.7,5154,232842.1767,-0.087753296,0.991897583,0.090606689,standing
25:47.7,5155,232842.1867,-0.087905884,0.99206543,0.090957642,standing
25:47.7,5156,232842.1967,-0.088104248,0.990188599,0.091506958,standing
25:47.7,5157,232842.2067,-0.088104248,0.988998413,0.092193604,standing
25:47.8,5158,232842.2167,-0.088134766,0.989608765,0.091217041,standing
25:47.8,5159,232842.2267,-0.0887146,0.991363525,0.089019775,standing
25:47.8,5160,232842.2367,-0.08757019,0.992080688,0.090881348,standing
25:47.8,5161,232842.2467,-0.088531494,0.991516113,0.09223938,standing
25:47.8,5162,232842.2567,-0.087860107,0.992385864,0.091751099,standing
25:47.8,5163,232842.2667,-0.088302612,0.992401123,0.091171265,standing
25:47.8,5164,232842.2768,-0.087371826,0.991256714,0.091278076,standing
25:47.8,5165,232842.2868,-0.085601807,0.991333008,0.0909729,standing
25:47.8,5166,232842.2968,-0.085586548,0.992233276,0.091247559,standing
25:47.8,5167,232842.3068,-0.08581543,0.993835449,0.092086792,standing
25:47.9,5168,232842.3168,-0.086074829,0.99546814,0.091201782,standing
25:47.9,5169,232842.3268,-0.08795166,0.99307251,0.093429565,standing
25:47.9,5170,232842.3368,-0.08921814,0.991500854,0.092544556,standing
25:47.9,5171,232842.3468,-0.089172363,0.990768433,0.091186523,standing
25:47.9,5172,232842.3568,-0.089874268,0.989379883,0.091400146,standing
25:47.9,5173,232842.3668,-0.089736938,0.987747192,0.090560913,standing
25:47.9,5174,232842.3768,-0.088897705,0.988449097,0.089950562,standing
25:47.9,5175,232842.3869,-0.088912964,0.988647461,0.090621948,standing
25:47.9,5176,232842.3969,-0.088241577,0.989578247,0.092544556,standing
25:47.9,5177,232842.4069,-0.088607788,0.99055481,0.091278076,standing
25:48.0,5178,232842.4169,-0.088226318,0.991607666,0.09236145,standing
25:48.0,5179,232842.4269,-0.087142944,0.993347168,0.091796875,standing
25:48.0,5180,232842.4369,-0.088760376,0.994277954,0.089736938,standing
25:48.0,5181,232842.4469,-0.08732605,0.993927002,0.089141846,standing
25:48.0,5182,232842.4569,-0.087646484,0.992080688,0.089889526,standing
25:48.0,5183,232842.4669,-0.087646484,0.991073608,0.091125488,standing
25:48.0,5184,232842.4769,-0.087936401,0.991195679,0.088928223,standing
25:48.0,5185,232842.4869,-0.088745117,0.993087769,0.089279175,standing
25:48.0,5186,232842.4969,-0.088745117,0.995635986,0.089096069,standing
25:48.0,5187,232842.507,-0.089889526,0.995681763,0.089614868,standing
25:48.1,5188,232842.517,-0.089767456,0.99571228,0.091125488,standing
25:48.1,5189,232842.527,-0.088302612,0.992874146,0.091598511,standing
25:48.1,5190,232842.537,-0.088775635,0.991424561,0.092056274,standing
25:48.1,5191,232842.547,-0.089080811,0.990386963,0.090332031,standing
25:48.1,5192,232842.557,-0.088562012,0.989212036,0.089447021,standing
25:48.1,5193,232842.567,-0.088165283,0.988388062,0.08921814,standing
25:48.1,5194,232842.577,-0.089538574,0.988388062,0.091400146,standing
25:48.1,5195,232842.587,-0.090454102,0.989028931,0.090911865,standing
25:48.1,5196,232842.597,-0.089080811,0.989089966,0.091094971,standing
25:48.1,5197,232842.607,-0.088623047,0.989089966,0.091842651,standing
25:48.2,5198,232842.617,-0.088668823,0.989456177,0.091461182,standing
25:48.2,5199,232842.6271,-0.087646484,0.991455078,0.092773438,standing
25:48.2,5200,232842.6371,-0.089355469,0.992584229,0.092269897,standing
25:48.2,5201,232842.6471,-0.090316772,0.992111206,0.092163086,standing
25:48.2,5202,232842.6571,-0.090362549,0.992172241,0.091766357,standing
25:48.2,5203,232842.6671,-0.090301514,0.993713379,0.089797974,standing
25:48.2,5204,232842.6771,-0.090530396,0.993896484,0.089035034,standing
25:48.2,5205,232842.6871,-0.091323853,0.992980957,0.090789795,standing
25:48.2,5206,232842.6971,-0.091827393,0.991485596,0.091110229,standing
25:48.2,5207,232842.7071,-0.091751099,0.992431641,0.092300415,standing
25:48.3,5208,232842.7171,-0.091766357,0.991744995,0.091918945,standing
25:48.3,5209,232842.7271,-0.092529297,0.990463257,0.092025757,standing
25:48.3,5210,232842.7372,-0.092498779,0.990341187,0.091827393,standing
25:48.3,5211,232842.7472,-0.092758179,0.991165161,0.090759277,standing
25:48.3,5212,232842.7572,-0.091552734,0.991165161,0.090805054,standing
25:48.3,5213,232842.7672,-0.090484619,0.990661621,0.091751099,standing
25:48.3,5214,232842.7772,-0.089416504,0.990203857,0.091461182,standing
25:48.3,5215,232842.7872,-0.090133667,0.991439819,0.090393066,standing
25:48.3,5216,232842.7972,-0.092788696,0.992385864,0.089889526,standing
25:48.3,5217,232842.8072,-0.091827393,0.991195679,0.089141846,standing
25:48.4,5218,232842.8172,-0.089614868,0.991256714,0.089614868,standing
25:48.4,5219,232842.8272,-0.090484619,0.990325928,0.090927124,standing
25:48.4,5220,232842.8372,-0.090591431,0.990524292,0.092254639,standing
25:48.4,5221,232842.8472,-0.0912323,0.989700317,0.091384888,standing
25:48.4,5222,232842.8573,-0.090789795,0.99005127,0.090896606,standing
25:48.4,5223,232842.8673,-0.091003418,0.992385864,0.089157104,standing
25:48.4,5224,232842.8773,-0.090332031,0.993560791,0.089401245,standing
25:48.4,5225,232842.8873,-0.08996582,0.992431641,0.09072876,standing
25:48.4,5226,232842.8973,-0.090927124,0.991622925,0.090072632,standing
25:48.4,5227,232842.9073,-0.093139648,0.990478516,0.089157104,standing
25:48.5,5228,232842.9173,-0.092300415,0.991653442,0.090255737,standing
25:48.5,5229,232842.9273,-0.09274292,0.991500854,0.09022522,standing
25:48.5,5230,232842.9373,-0.092880249,0.991531372,0.089630127,standing
25:48.5,5231,232842.9473,-0.093078613,0.992950439,0.091003418,standing
25:48.5,5232,232842.9573,-0.092681885,0.993804932,0.090072632,standing
25:48.5,5233,232842.9673,-0.091674805,0.992492676,0.090988159,standing
25:48.5,5234,232842.9774,-0.0912323,0.990188599,0.092590332,standing
25:48.5,5235,232842.9874,-0.090698242,0.989471436,0.092453003,standing
25:48.5,5236,232842.9974,-0.089752197,0.990936279,0.092086792,standing
25:48.5,5237,232843.0074,-0.089248657,0.989257813,0.09274292,standing
25:48.6,5238,232843.0174,-0.089645386,0.989273071,0.092666626,standing
25:48.6,5239,232843.0274,-0.091461182,0.990310669,0.091079712,standing
25:48.6,5240,232843.0374,-0.092483521,0.991699219,0.091415405,standing
25:48.6,5241,232843.0474,-0.091430664,0.991210938,0.091400146,standing
25:48.6,5242,232843.0574,-0.091766357,0.990615845,0.092468262,standing
25:48.6,5243,232843.0674,-0.091827393,0.990356445,0.091995239,standing
25:48.6,5244,232843.0774,-0.091842651,0.989501953,0.091323853,standing
25:48.6,5245,232843.0874,-0.091888428,0.989151001,0.091400146,standing
25:48.6,5246,232843.0974,-0.091812134,0.990264893,0.091964722,standing
25:48.6,5247,232843.1075,-0.092208862,0.991821289,0.091323853,standing
25:48.7,5248,232843.1175,-0.092346191,0.993560791,0.091751099,standing
25:48.7,5249,232843.1275,-0.090805054,0.993927002,0.090713501,standing
25:48.7,5250,232843.1375,-0.089096069,0.99269104,0.092407227,standing
25:48.7,5251,232843.1475,-0.088256836,0.992263794,0.093566895,standing
25:48.7,5252,232843.1575,-0.088363647,0.993301392,0.091552734,standing
25:48.7,5253,232843.1675,-0.088119507,0.992935181,0.090515137,standing
25:48.7,5254,232843.1775,-0.087661743,0.990753174,0.089950562,standing
25:48.7,5255,232843.1875,-0.089202881,0.989303589,0.092208862,standing
25:48.7,5256,232843.1975,-0.089492798,0.989746094,0.092926025,standing
25:48.7,5257,232843.2075,-0.090988159,0.989425659,0.094360352,standing
25:48.8,5258,232843.2175,-0.092407227,0.98916626,0.094314575,standing
25:48.8,5259,232843.2275,-0.093841553,0.989440918,0.093673706,standing
25:48.8,5260,232843.2376,-0.095123291,0.990982056,0.09223938,standing
25:48.8,5261,232843.2476,-0.095092773,0.991928101,0.091873169,standing
25:48.8,5262,232843.2576,-0.093658447,0.991485596,0.091110229,standing
25:48.8,5263,232843.2676,-0.09286499,0.990875244,0.090774536,standing
25:48.8,5264,232843.2776,-0.091247559,0.989685059,0.091201782,standing
25:48.8,5265,232843.2876,-0.090545654,0.988510132,0.091796875,standing
25:48.8,5266,232843.2976,-0.089981079,0.988037109,0.092453003,standing
25:48.8,5267,232843.3076,-0.090332031,0.990844727,0.09413147,standing
25:48.9,5268,232843.3176,-0.089279175,0.990600586,0.093139648,standing
25:48.9,5269,232843.3276,-0.088317871,0.990692139,0.093688965,standing
25:48.9,5270,232843.3376,-0.088851929,0.989746094,0.093276978,standing
25:48.9,5271,232843.3476,-0.089614868,0.988204956,0.092895508,standing
25:48.9,5272,232843.3576,-0.089141846,0.988708496,0.091567993,standing
25:48.9,5273,232843.3677,-0.088150024,0.991287231,0.089385986,standing
25:48.9,5274,232843.3777,-0.08921814,0.994750977,0.090393066,standing
25:48.9,5275,232843.3877,-0.091537476,0.997573853,0.090026855,standing
25:48.9,5276,232843.3977,-0.091873169,0.996017456,0.090667725,standing
25:48.9,5277,232843.4077,-0.091217041,0.993423462,0.092773438,standing
25:49.0,5278,232843.4177,-0.091949463,0.990234375,0.094009399,standing
25:49.0,5279,232843.4277,-0.094345093,0.990020752,0.092224121,standing
25:49.0,5280,232843.4377,-0.09463501,0.990966797,0.091461182,standing
25:49.0,5281,232843.4477,-0.093261719,0.991043091,0.090744019,standing
25:49.0,5282,232843.4577,-0.092071533,0.992507935,0.090896606,standing
25:49.0,5283,232843.4677,-0.090454102,0.99269104,0.090515137,standing
25:49.0,5284,232843.4777,-0.087173462,0.990646362,0.090881348,standing
25:49.0,5285,232843.4878,-0.086090088,0.9896698,0.093444824,standing
25:49.0,5286,232843.4978,-0.087509155,0.988433838,0.09463501,standing
25:49.0,5287,232843.5078,-0.090270996,0.988769531,0.094146729,standing
25:49.1,5288,232843.5178,-0.09312439,0.989028931,0.094009399,standing
25:49.1,5289,232843.5278,-0.093475342,0.989517212,0.093597412,standing
25:49.1,5290,232843.5378,-0.09324646,0.991897583,0.094070435,standing
25:49.1,5291,232843.5478,-0.093200684,0.993865967,0.092544556,standing
25:49.1,5292,232843.5578,-0.093231201,0.995452881,0.090118408,standing
25:49.1,5293,232843.5678,-0.093414307,0.994293213,0.090682983,standing
25:49.1,5294,232843.5778,-0.092788696,0.994247437,0.092208862,standing
25:49.1,5295,232843.5878,-0.091705322,0.9949646,0.09475708,standing
25:49.1,5296,232843.5978,-0.094009399,0.994262695,0.095230103,standing
25:49.1,5297,232843.6079,-0.097427368,0.992172241,0.095611572,standing
25:49.2,5298,232843.6179,-0.100006104,0.99079895,0.095367432,standing
25:49.2,5299,232843.6279,-0.100891113,0.990219116,0.093307495,standing
25:49.2,5300,232843.6379,-0.100494385,0.992660522,0.091506958,standing
25:49.2,5301,232843.6479,-0.100067139,0.99432373,0.090438843,standing
25:49.2,5302,232843.6579,-0.100494385,0.996810913,0.090316772,standing
25:49.2,5303,232843.6679,-0.103744507,0.997924805,0.089385986,standing
25:49.2,5304,232843.6779,-0.109909058,0.997055054,0.088943481,standing
25:49.2,5305,232843.6879,-0.11567688,0.995727539,0.086929321,standing
25:49.2,5306,232843.6979,-0.118728638,0.994232178,0.085952759,standing
25:49.2,5307,232843.7079,-0.118591309,0.992553711,0.08392334,standing
25:49.3,5308,232843.718,-0.115463257,0.992523193,0.083007813,standing
25:49.3,5309,232843.728,-0.113311768,0.992507935,0.083679199,standing
25:49.3,5310,232843.738,-0.109832764,0.992156982,0.083328247,standing
25:49.3,5311,232843.7481,-0.107940674,0.990280151,0.083969116,standing
25:49.3,5312,232843.7581,-0.104995728,0.988616943,0.08404541,standing
25:49.3,5313,232843.7681,-0.10194397,0.986236572,0.083404541,standing
25:49.3,5314,232843.7781,-0.101196289,0.983810425,0.079650879,standing
25:49.3,5315,232843.7882,-0.100524902,0.984130859,0.075820923,standing
25:49.3,5316,232843.7982,-0.100341797,0.985702515,0.069854736,standing
25:49.3,5317,232843.8082,-0.099563599,0.985549927,0.068939209,standing
25:49.4,5318,232843.8183,-0.094512939,0.982757568,0.07081604,standing
25:49.4,5319,232843.8283,-0.086364746,0.979553223,0.075958252,standing
25:49.4,5320,232843.8383,-0.079772949,0.977752686,0.077011108,standing
25:49.4,5321,232843.8483,-0.075241089,0.97958374,0.077209473,standing
25:49.4,5322,232843.8584,-0.07472229,0.980392456,0.077941895,standing
25:49.4,5323,232843.8684,-0.079559326,0.981338501,0.078735352,standing
25:49.4,5324,232843.8784,-0.086074829,0.982116699,0.081237793,standing
25:49.4,5325,232843.8885,-0.092330933,0.981872559,0.082901001,standing
25:49.4,5326,232843.8985,-0.096481323,0.980682373,0.079986572,standing
25:49.4,5327,232843.9085,-0.100280762,0.979125977,0.078811646,standing
25:49.5,5328,232843.9185,-0.103927612,0.978591919,0.082199097,standing
25:49.5,5329,232843.9286,-0.10458374,0.982635498,0.087554932,standing
25:49.5,5330,232843.9386,-0.106109619,0.985946655,0.087249756,standing
25:49.5,5331,232843.9486,-0.106109619,0.990066528,0.085998535,standing
25:49.5,5332,232843.9586,-0.104995728,0.991714478,0.088684082,standing
25:49.5,5333,232843.9687,-0.102813721,0.988327026,0.088623047,standing
25:49.5,5334,232843.9787,-0.101486206,0.989013672,0.093978882,standing
25:49.5,5335,232843.9887,-0.102523804,0.994796753,0.095489502,standing
25:49.5,5336,232843.9988,-0.100967407,1.001754761,0.093765259,standing
25:49.5,5337,232844.0088,-0.099761963,1.001022339,0.096328735,standing
25:49.6,5338,232844.0188,-0.095153809,0.998321533,0.103897095,standing
25:49.6,5339,232844.0288,-0.087005615,0.997070313,0.108276367,standing
25:49.6,5340,232844.0389,-0.081985474,0.994918823,0.113220215,standing
25:49.6,5341,232844.0489,-0.078353882,0.995574951,0.117111206,standing
25:49.6,5342,232844.0589,-0.072174072,0.997970581,0.119049072,standing
25:49.6,5343,232844.069,-0.068283081,0.996292114,0.120452881,standing
25:49.6,5344,232844.079,-0.063705444,0.988739014,0.116409302,standing
25:49.6,5345,232844.089,-0.052780151,0.978363037,0.112442017,standing
25:49.6,5346,232844.099,-0.041641235,0.974365234,0.11076355,standing
25:49.6,5347,232844.1091,-0.031784058,0.981262207,0.111190796,standing
25:49.7,5348,232844.1191,-0.025192261,0.990341187,0.11239624,standing
25:49.7,5349,232844.1291,-0.017120361,0.997390747,0.115524292,standing
25:49.7,5350,232844.1392,-0.008911133,0.996704102,0.125030518,standing
25:49.7,5351,232844.1492,-0.002365112,0.986694336,0.130508423,standing
25:49.7,5352,232844.1592,0.005859375,0.964385986,0.137420654,standing
25:49.7,5353,232844.1692,0.015029907,0.945846558,0.142120361,standing
25:49.7,5354,232844.1793,0.022644043,0.940734863,0.14251709,standing
25:49.7,5355,232844.1893,0.028961182,0.946151733,0.133682251,standing
25:49.7,5356,232844.1993,0.038757324,0.965942383,0.135025024,standing
25:49.7,5357,232844.2093,0.046661377,1.003738403,0.143630981,standing
25:49.8,5358,232844.2194,0.036300659,1.033706665,0.153747559,standing
25:49.8,5359,232844.2294,0.027435303,1.038467407,0.142440796,standing
25:49.8,5360,232844.2394,0.034469604,1.036499023,0.109893799,standing
25:49.8,5361,232844.2495,0.036804199,1.025405884,0.092208862,standing
25:49.8,5362,232844.2595,0.02947998,1.01852417,0.083526611,standing
25:49.8,5363,232844.2695,0.011398315,1.018661499,0.07019043,standing
25:49.8,5364,232844.2795,-0.002166748,1.024002075,0.056091309,standing
25:49.8,5365,232844.2896,-0.016433716,1.018051147,0.047271729,standing
25:49.8,5366,232844.2996,-0.031066895,1.007843018,0.042755127,standing
25:49.8,5367,232844.3096,-0.031433105,1.006134033,0.035308838,standing
25:49.9,5368,232844.3197,-0.020965576,1.005767822,0.049453735,standing
25:49.9,5369,232844.3297,0,1.011505127,0.064147949,standing
25:49.9,5370,232844.3397,0.022247314,1.021011353,0.079589844,standing
25:49.9,5371,232844.3497,0.049438477,1.018341064,0.090209961,standing
25:49.9,5372,232844.3598,0.078216553,1.006393433,0.099517822,standing
25:49.9,5373,232844.3698,0.101089478,0.993942261,0.116317749,standing
25:49.9,5374,232844.3798,0.116363525,0.987564087,0.12399292,standing
25:49.9,5375,232844.3899,0.128952026,0.985443115,0.124389648,standing
25:49.9,5376,232844.3999,0.133499146,0.979934692,0.125030518,standing
25:49.9,5377,232844.4099,0.128311157,0.964355469,0.122314453,standing
25:50.0,5378,232844.4199,0.119842529,0.947174072,0.116897583,walking
25:50.0,5379,232844.43,0.104675293,0.930984497,0.112609863,walking
25:50.0,5380,232844.44,0.083480835,0.923355103,0.107757568,walking
25:50.0,5381,232844.45,0.060394287,0.927886963,0.105453491,walking
25:50.0,5382,232844.46,0.038314819,0.939208984,0.107421875,walking
25:50.0,5383,232844.4701,0.01574707,0.960159302,0.112930298,walking
25:50.0,5384,232844.4801,0.000701904,0.982376099,0.115615845,walking
25:50.0,5385,232844.4901,-0.006942749,0.996383667,0.118148804,walking
25:50.0,5386,232844.5002,-0.013504028,0.999160767,0.120239258,walking
25:50.0,5387,232844.5102,-0.016967773,0.996902466,0.120346069,walking
25:50.1,5388,232844.5202,-0.010437012,0.992416382,0.120285034,walking
25:50.1,5389,232844.5302,-0.000183105,0.989685059,0.12159729,walking
25:50.1,5390,232844.5403,0.011550903,0.992980957,0.117156982,walking
25:50.1,5391,232844.5503,0.02305603,1.00163269,0.111312866,walking
25:50.1,5392,232844.5603,0.031661987,1.002685547,0.109130859,walking
25:50.1,5393,232844.5704,0.041671753,0.996780396,0.108291626,walking
25:50.1,5394,232844.5804,0.048690796,0.983886719,0.106506348,walking
25:50.1,5395,232844.5904,0.057327271,0.983047485,0.108428955,walking
25:50.1,5396,232844.6004,0.060806274,0.992935181,0.110855103,walking
25:50.1,5397,232844.6105,0.056518555,1.007583618,0.111938477,walking
25:50.2,5398,232844.6205,0.047683716,1.013305664,0.114730835,walking
25:50.2,5399,232844.6305,0.034606934,1.007858276,0.121047974,walking
25:50.2,5400,232844.6406,0.024871826,1.00100708,0.116363525,walking
25:50.2,5401,232844.6506,0.011505127,0.991271973,0.124130249,walking
25:50.2,5402,232844.6606,0.000335693,0.992340088,0.110794067,walking
25:50.2,5403,232844.6706,0.001113892,0.994598389,0.104660034,walking
25:50.2,5404,232844.6807,-0.004241943,0.997406006,0.116989136,walking
25:50.2,5405,232844.6907,-0.003158569,0.996002197,0.126342773,walking
25:50.2,5406,232844.7007,0.003448486,0.996261597,0.119766235,walking
25:50.2,5407,232844.7107,0.013366699,0.998519897,0.111816406,walking
25:50.3,5408,232844.7208,0.022796631,1.001556396,0.107376099,walking
25:50.3,5409,232844.7308,0.03112793,1.005599976,0.110702515,walking
25:50.3,5410,232844.7408,0.041091919,1.006057739,0.117050171,walking
25:50.3,5411,232844.7509,0.054260254,1.007247925,0.120056152,walking
25:50.3,5412,232844.7609,0.064849854,1.007461548,0.120742798,walking
25:50.3,5413,232844.7709,0.078826904,1.007537842,0.121704102,walking
25:50.3,5414,232844.7809,0.096588135,1.011444092,0.122894287,walking
25:50.3,5415,232844.791,0.113189697,1.013946533,0.127319336,walking
25:50.3,5416,232844.801,0.130249023,1.019226074,0.136520386,walking
25:50.3,5417,232844.811,0.142608643,1.031524658,0.147659302,walking
25:50.4,5418,232844.8211,0.148986816,1.057510376,0.151824951,walking
25:50.4,5419,232844.8311,0.156997681,1.089370728,0.146636963,walking
25:50.4,5420,232844.8411,0.168212891,1.112075806,0.137832642,walking
25:50.4,5421,232844.8511,0.179733276,1.123535156,0.132461548,walking
25:50.4,5422,232844.8612,0.183822632,1.128463745,0.137771606,walking
25:50.4,5423,232844.8712,0.178878784,1.131332397,0.149047852,walking
25:50.4,5424,232844.8812,0.161346436,1.138931274,0.169387817,walking
25:50.4,5425,232844.8913,0.137008667,1.145492554,0.170684814,walking
25:50.4,5426,232844.9013,0.116882324,1.154525757,0.164245605,walking
25:50.4,5427,232844.9113,0.083404541,1.156433105,0.157470703,walking
25:50.5,5428,232844.9213,0.036956787,1.148864746,0.139160156,walking
25:50.5,5429,232844.9314,-0.016555786,1.131637573,0.117218018,walking
25:50.5,5430,232844.9414,-0.067230225,1.108459473,0.114639282,walking
25:50.5,5431,232844.9514,-0.102050781,1.086502075,0.110198975,walking
25:50.5,5432,232844.9614,-0.128463745,1.045349121,0.089935303,walking
25:50.5,5433,232844.9715,-0.127655029,1.030609131,0.072692871,walking
25:50.5,5434,232844.9815,-0.173690796,0.999740601,0.084213257,walking
25:50.5,5435,232844.9915,-0.196548462,0.963760376,0.116500854,walking
25:50.5,5436,232845.0016,-0.188308716,0.953079224,0.116134644,walking
