loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
01:16.1,5200,242170.4227,-0.152420044,0.983657837,0.049758911
01:16.2,5201,242170.4327,-0.15322876,0.983596802,0.050308228
01:16.2,5202,242170.4428,-0.153259277,0.987304688,0.049835205
01:16.2,5203,242170.4528,-0.153778076,0.988754272,0.049758911
01:16.2,5204,242170.4628,-0.15284729,0.989364624,0.050735474
01:16.2,5205,242170.4728,-0.152786255,0.989501953,0.052307129
01:16.2,5206,242170.4828,-0.152130127,0.987060547,0.052688599
01:16.2,5207,242170.4928,-0.15071106,0.985214233,0.053207397
01:16.2,5208,242170.5028,-0.151596069,0.982330322,0.052352905
01:16.2,5209,242170.5128,-0.152236938,0.981216431,0.052856445
01:16.2,5210,242170.5228,-0.153137207,0.982467651,0.051269531
01:16.3,5211,242170.5328,-0.152191162,0.984100342,0.051269531
01:16.3,5212,242170.5428,-0.152313232,0.985076904,0.051757813
01:16.3,5213,242170.5528,-0.151016235,0.986755371,0.051574707
01:16.3,5214,242170.5629,-0.150848389,0.988372803,0.053222656
01:16.3,5215,242170.5729,-0.151123047,0.988311768,0.053741455
01:16.3,5216,242170.5829,-0.151931763,0.986679077,0.053909302
